city,date,crime_type,crime_count,daily_cases,total_cases
Memphis,2019-11-12,traffic,0,0,0
Memphis,2019-11-12,vehicle recovery,2,0,0
Memphis,2019-11-12,family offense,0,0,0
Memphis,2019-11-12,kidnapping,0,0,0
Memphis,2019-11-12,homicide,0,0,0
Memphis,2019-11-13,robbery,8,0,0
Memphis,2019-11-13,assault,59,0,0
Memphis,2019-11-13,drugs,15,0,0
Memphis,2019-11-13,theft,46,0,0
Memphis,2019-11-13,weapons offense,4,0,0
Memphis,2019-11-13,breaking & entering,12,0,0
Memphis,2019-11-13,property crime,34,0,0
Memphis,2019-11-13,theft of vehicle,9,0,0
Memphis,2019-11-13,theft from vehicle,10,0,0
Memphis,2019-11-13,liquor,0,0,0
Memphis,2019-11-13,arson,1,0,0
Memphis,2019-11-13,disorder,5,0,0
Memphis,2019-11-13,traffic,1,0,0
Memphis,2019-11-13,vehicle recovery,1,0,0
Memphis,2019-11-13,family offense,0,0,0
Memphis,2019-11-13,kidnapping,1,0,0
Memphis,2019-11-13,homicide,2,0,0
Memphis,2019-11-14,robbery,4,0,0
Memphis,2019-11-14,assault,68,0,0
Memphis,2019-11-14,drugs,11,0,0
Memphis,2019-11-14,theft,65,0,0
Memphis,2019-11-14,weapons offense,3,0,0
Memphis,2019-11-14,breaking & entering,18,0,0
Memphis,2019-11-14,property crime,21,0,0
Memphis,2019-11-14,theft of vehicle,7,0,0
Memphis,2019-11-14,theft from vehicle,16,0,0
Memphis,2019-11-14,liquor,0,0,0
Memphis,2019-11-14,arson,1,0,0
Memphis,2019-11-14,disorder,2,0,0
Memphis,2019-11-14,traffic,2,0,0
Memphis,2019-11-14,vehicle recovery,0,0,0
Memphis,2019-11-14,family offense,0,0,0
Memphis,2019-11-14,kidnapping,0,0,0
Memphis,2019-11-14,homicide,1,0,0
Memphis,2019-11-15,robbery,6,0,0
Memphis,2019-11-15,assault,84,0,0
Memphis,2019-11-15,drugs,15,0,0
Memphis,2019-11-15,theft,68,0,0
Memphis,2019-11-15,weapons offense,3,0,0
Memphis,2019-11-15,breaking & entering,24,0,0
Memphis,2019-11-15,property crime,31,0,0
Memphis,2019-11-15,theft of vehicle,12,0,0
Memphis,2019-11-15,theft from vehicle,15,0,0
Memphis,2019-11-15,liquor,0,0,0
Memphis,2019-11-15,arson,1,0,0
Memphis,2019-11-15,disorder,6,0,0
Memphis,2019-11-15,traffic,2,0,0
Memphis,2019-11-15,vehicle recovery,1,0,0
Memphis,2019-11-15,family offense,0,0,0
Memphis,2019-11-15,kidnapping,0,0,0
Memphis,2019-11-15,homicide,0,0,0
Memphis,2019-11-16,robbery,2,0,0
Memphis,2019-11-16,assault,73,0,0
Memphis,2019-11-16,drugs,7,0,0
Memphis,2019-11-16,theft,64,0,0
Memphis,2019-11-16,weapons offense,2,0,0
Memphis,2019-11-16,breaking & entering,22,0,0
Memphis,2019-11-16,property crime,40,0,0
Memphis,2019-11-16,theft of vehicle,15,0,0
Memphis,2019-11-16,theft from vehicle,14,0,0
Memphis,2019-11-16,liquor,0,0,0
Memphis,2019-11-16,arson,1,0,0
Memphis,2019-11-16,disorder,3,0,0
Memphis,2019-11-16,traffic,1,0,0
Memphis,2019-11-16,vehicle recovery,0,0,0
Memphis,2019-11-16,family offense,0,0,0
Memphis,2019-11-16,kidnapping,1,0,0
Memphis,2019-11-16,homicide,0,0,0
Memphis,2019-11-17,robbery,7,0,0
Memphis,2019-11-17,assault,58,0,0
Memphis,2019-11-17,drugs,10,0,0
Memphis,2019-11-17,theft,48,0,0
Memphis,2019-11-17,weapons offense,0,0,0
Memphis,2019-11-17,breaking & entering,8,0,0
Memphis,2019-11-17,property crime,17,0,0
Memphis,2019-11-17,theft of vehicle,10,0,0
Memphis,2019-11-17,theft from vehicle,6,0,0
Memphis,2019-11-17,liquor,0,0,0
Memphis,2019-11-17,arson,2,0,0
Memphis,2019-11-17,disorder,4,0,0
Memphis,2019-11-17,traffic,3,0,0
Memphis,2019-11-17,vehicle recovery,1,0,0
Memphis,2019-11-17,family offense,2,0,0
Memphis,2019-11-17,kidnapping,0,0,0
Memphis,2019-11-17,homicide,2,0,0
Memphis,2019-11-18,robbery,5,0,0
Memphis,2019-11-18,assault,56,0,0
Memphis,2019-11-18,drugs,7,0,0
Memphis,2019-11-18,theft,54,0,0
Memphis,2019-11-18,weapons offense,2,0,0
Memphis,2019-11-18,breaking & entering,15,0,0
Memphis,2019-11-18,property crime,27,0,0
Memphis,2019-11-18,theft of vehicle,14,0,0
Memphis,2019-11-18,theft from vehicle,17,0,0
Memphis,2019-11-18,liquor,0,0,0
Memphis,2019-11-18,arson,0,0,0
Memphis,2019-11-18,disorder,5,0,0
Memphis,2019-11-18,traffic,0,0,0
Memphis,2019-11-18,vehicle recovery,0,0,0
Memphis,2019-11-18,family offense,0,0,0
Memphis,2019-11-18,kidnapping,0,0,0
Memphis,2019-11-18,homicide,2,0,0
Memphis,2019-11-19,robbery,6,0,0
Memphis,2019-11-19,assault,67,0,0
Memphis,2019-11-19,drugs,11,0,0
Memphis,2019-11-19,theft,61,0,0
Memphis,2019-11-19,weapons offense,7,0,0
Memphis,2019-11-19,breaking & entering,18,0,0
Memphis,2019-11-19,property crime,34,0,0
Memphis,2019-11-19,theft of vehicle,10,0,0
Memphis,2019-11-19,theft from vehicle,15,0,0
Memphis,2019-11-19,liquor,1,0,0
Memphis,2019-11-19,arson,1,0,0
Memphis,2019-11-19,disorder,6,0,0
Memphis,2019-11-19,traffic,0,0,0
Memphis,2019-11-19,vehicle recovery,0,0,0
Memphis,2019-11-19,family offense,1,0,0
Memphis,2019-11-19,kidnapping,1,0,0
Memphis,2019-11-19,homicide,1,0,0
Memphis,2019-11-20,robbery,5,0,0
Memphis,2019-11-20,assault,63,0,0
Memphis,2019-11-20,drugs,13,0,0
Memphis,2019-11-20,theft,67,0,0
Memphis,2019-11-20,weapons offense,5,0,0
Memphis,2019-11-20,breaking & entering,22,0,0
Memphis,2019-11-20,property crime,29,0,0
Memphis,2019-11-20,theft of vehicle,9,0,0
Memphis,2019-11-20,theft from vehicle,19,0,0
Memphis,2019-11-20,liquor,0,0,0
Memphis,2019-11-20,arson,1,0,0
Memphis,2019-11-20,disorder,6,0,0
Memphis,2019-11-20,traffic,0,0,0
Memphis,2019-11-20,vehicle recovery,0,0,0
Memphis,2019-11-20,family offense,1,0,0
Memphis,2019-11-20,kidnapping,0,0,0
Memphis,2019-11-20,homicide,0,0,0
Memphis,2019-11-21,robbery,10,0,0
Memphis,2019-11-21,assault,56,0,0
Memphis,2019-11-21,drugs,10,0,0
Memphis,2019-11-21,theft,58,0,0
Memphis,2019-11-21,weapons offense,4,0,0
Memphis,2019-11-21,breaking & entering,35,0,0
Memphis,2019-11-21,property crime,37,0,0
Memphis,2019-11-21,theft of vehicle,7,0,0
Memphis,2019-11-21,theft from vehicle,17,0,0
Memphis,2019-11-21,liquor,0,0,0
Memphis,2019-11-21,arson,2,0,0
Memphis,2019-11-21,disorder,6,0,0
Memphis,2019-11-21,traffic,0,0,0
Memphis,2019-11-21,vehicle recovery,2,0,0
Memphis,2019-11-21,family offense,1,0,0
Memphis,2019-11-21,kidnapping,0,0,0
Memphis,2019-11-21,homicide,0,0,0
Memphis,2019-11-22,robbery,9,0,0
Memphis,2019-11-22,assault,57,0,0
Memphis,2019-11-22,drugs,17,0,0
Memphis,2019-11-22,theft,65,0,0
Memphis,2019-11-22,weapons offense,3,0,0
Memphis,2019-11-22,breaking & entering,26,0,0
Memphis,2019-11-22,property crime,29,0,0
Memphis,2019-11-22,theft of vehicle,14,0,0
Memphis,2019-11-22,theft from vehicle,24,0,0
Memphis,2019-11-22,liquor,0,0,0
Memphis,2019-11-22,arson,0,0,0
Memphis,2019-11-22,disorder,8,0,0
Memphis,2019-11-22,traffic,0,0,0
Memphis,2019-11-22,vehicle recovery,1,0,0
Memphis,2019-11-22,family offense,1,0,0
Memphis,2019-11-22,kidnapping,1,0,0
Memphis,2019-11-22,homicide,0,0,0
Memphis,2019-11-23,robbery,4,0,0
Memphis,2019-11-23,assault,69,0,0
Memphis,2019-11-23,drugs,4,0,0
Memphis,2019-11-23,theft,53,0,0
Memphis,2019-11-23,weapons offense,0,0,0
Memphis,2019-11-23,breaking & entering,17,0,0
Memphis,2019-11-23,property crime,29,0,0
Memphis,2019-11-23,theft of vehicle,10,0,0
Memphis,2019-11-23,theft from vehicle,17,0,0
Memphis,2019-11-23,liquor,1,0,0
Memphis,2019-11-23,arson,0,0,0
Memphis,2019-11-23,disorder,3,0,0
Memphis,2019-11-23,traffic,6,0,0
Memphis,2019-11-23,vehicle recovery,3,0,0
Memphis,2019-11-23,family offense,3,0,0
Memphis,2019-11-23,kidnapping,0,0,0
Memphis,2019-11-23,homicide,0,0,0
Memphis,2019-11-24,robbery,6,0,0
Memphis,2019-11-24,assault,76,0,0
Memphis,2019-11-24,drugs,14,0,0
Memphis,2019-11-24,theft,63,0,0
Memphis,2019-11-24,weapons offense,2,0,0
Memphis,2019-11-24,breaking & entering,18,0,0
Memphis,2019-11-24,property crime,34,0,0
Memphis,2019-11-24,theft of vehicle,15,0,0
Memphis,2019-11-24,theft from vehicle,11,0,0
Memphis,2019-11-24,liquor,1,0,0
Memphis,2019-11-24,arson,1,0,0
Memphis,2019-11-24,disorder,5,0,0
Memphis,2019-11-24,traffic,2,0,0
Memphis,2019-11-24,vehicle recovery,2,0,0
Memphis,2019-11-24,family offense,0,0,0
Memphis,2019-11-24,kidnapping,0,0,0
Memphis,2019-11-24,homicide,3,0,0
Memphis,2019-11-25,robbery,4,0,0
Memphis,2019-11-25,assault,76,0,0
Memphis,2019-11-25,drugs,14,0,0
Memphis,2019-11-25,theft,59,0,0
Memphis,2019-11-25,weapons offense,2,0,0
Memphis,2019-11-25,breaking & entering,16,0,0
Memphis,2019-11-25,property crime,33,0,0
Memphis,2019-11-25,theft of vehicle,18,0,0
Memphis,2019-11-25,theft from vehicle,15,0,0
Memphis,2019-11-25,liquor,0,0,0
Memphis,2019-11-25,arson,1,0,0
Memphis,2019-11-25,disorder,3,0,0
Memphis,2019-11-25,traffic,1,0,0
Memphis,2019-11-25,vehicle recovery,0,0,0
Memphis,2019-11-25,family offense,0,0,0
Memphis,2019-11-25,kidnapping,0,0,0
Memphis,2019-11-25,homicide,2,0,0
Memphis,2019-11-26,robbery,3,0,0
Memphis,2019-11-26,assault,54,0,0
Memphis,2019-11-26,drugs,6,0,0
Memphis,2019-11-26,theft,71,0,0
Memphis,2019-11-26,weapons offense,1,0,0
Memphis,2019-11-26,breaking & entering,30,0,0
Memphis,2019-11-26,property crime,35,0,0
Memphis,2019-11-26,theft of vehicle,17,0,0
Memphis,2019-11-26,theft from vehicle,15,0,0
Memphis,2019-11-26,liquor,0,0,0
Memphis,2019-11-26,arson,1,0,0
Memphis,2019-11-26,disorder,6,0,0
Memphis,2019-11-26,traffic,1,0,0
Memphis,2019-11-26,vehicle recovery,0,0,0
Memphis,2019-11-26,family offense,2,0,0
Memphis,2019-11-26,kidnapping,0,0,0
Memphis,2019-11-26,homicide,0,0,0
Memphis,2019-11-27,robbery,3,0,0
Memphis,2019-11-27,assault,56,0,0
Memphis,2019-11-27,drugs,6,0,0
Memphis,2019-11-27,theft,69,0,0
Memphis,2019-11-27,weapons offense,2,0,0
Memphis,2019-11-27,breaking & entering,20,0,0
Memphis,2019-11-27,property crime,27,0,0
Memphis,2019-11-27,theft of vehicle,12,0,0
Memphis,2019-11-27,theft from vehicle,20,0,0
Memphis,2019-11-27,liquor,1,0,0
Memphis,2019-11-27,arson,0,0,0
Memphis,2019-11-27,disorder,6,0,0
Memphis,2019-11-27,traffic,4,0,0
Memphis,2019-11-27,vehicle recovery,0,0,0
Memphis,2019-11-27,family offense,2,0,0
Memphis,2019-11-27,kidnapping,0,0,0
Memphis,2019-11-27,homicide,0,0,0
Memphis,2019-11-28,robbery,3,0,0
Memphis,2019-11-28,assault,53,0,0
Memphis,2019-11-28,drugs,11,0,0
Memphis,2019-11-28,theft,44,0,0
Memphis,2019-11-28,weapons offense,4,0,0
Memphis,2019-11-28,breaking & entering,23,0,0
Memphis,2019-11-28,property crime,23,0,0
Memphis,2019-11-28,theft of vehicle,11,0,0
Memphis,2019-11-28,theft from vehicle,10,0,0
Memphis,2019-11-28,liquor,0,0,0
Memphis,2019-11-28,arson,1,0,0
Memphis,2019-11-28,disorder,0,0,0
Memphis,2019-11-28,traffic,1,0,0
Memphis,2019-11-28,vehicle recovery,3,0,0
Memphis,2019-11-28,family offense,1,0,0
Memphis,2019-11-28,kidnapping,0,0,0
Memphis,2019-11-28,homicide,0,0,0
Memphis,2019-11-29,robbery,9,0,0
Memphis,2019-11-29,assault,61,0,0
Memphis,2019-11-29,drugs,19,0,0
Memphis,2019-11-29,theft,60,0,0
Memphis,2019-11-29,weapons offense,5,0,0
Memphis,2019-11-29,breaking & entering,16,0,0
Memphis,2019-11-29,property crime,36,0,0
Memphis,2019-11-29,theft of vehicle,12,0,0
Memphis,2019-11-29,theft from vehicle,17,0,0
Memphis,2019-11-29,liquor,0,0,0
Memphis,2019-11-29,arson,1,0,0
Memphis,2019-11-29,disorder,3,0,0
Memphis,2019-11-29,traffic,2,0,0
Memphis,2019-11-29,vehicle recovery,2,0,0
Memphis,2019-11-29,family offense,1,0,0
Memphis,2019-11-29,kidnapping,0,0,0
Memphis,2019-11-29,homicide,1,0,0
Memphis,2019-11-30,robbery,10,0,0
Memphis,2019-11-30,assault,57,0,0
Memphis,2019-11-30,drugs,11,0,0
Memphis,2019-11-30,theft,63,0,0
Memphis,2019-11-30,weapons offense,4,0,0
Memphis,2019-11-30,breaking & entering,16,0,0
Memphis,2019-11-30,property crime,35,0,0
Memphis,2019-11-30,theft of vehicle,10,0,0
Memphis,2019-11-30,theft from vehicle,24,0,0
Memphis,2019-11-30,liquor,2,0,0
Memphis,2019-11-30,arson,1,0,0
Memphis,2019-11-30,disorder,4,0,0
Memphis,2019-11-30,traffic,2,0,0
Memphis,2019-11-30,vehicle recovery,1,0,0
Memphis,2019-11-30,family offense,2,0,0
Memphis,2019-11-30,kidnapping,2,0,0
Memphis,2019-11-30,homicide,1,0,0
Memphis,2019-12-01,robbery,4,0,0
Memphis,2019-12-01,assault,72,0,0
Memphis,2019-12-01,drugs,13,0,0
Memphis,2019-12-01,theft,60,0,0
Memphis,2019-12-01,weapons offense,4,0,0
Memphis,2019-12-01,breaking & entering,23,0,0
Memphis,2019-12-01,property crime,32,0,0
Memphis,2019-12-01,theft of vehicle,9,0,0
Memphis,2019-12-01,theft from vehicle,14,0,0
Memphis,2019-12-01,liquor,0,0,0
Memphis,2019-12-01,arson,0,0,0
Memphis,2019-12-01,disorder,8,0,0
Memphis,2019-12-01,traffic,1,0,0
Memphis,2019-12-01,vehicle recovery,1,0,0
Memphis,2019-12-01,family offense,1,0,0
Memphis,2019-12-01,kidnapping,0,0,0
Memphis,2019-12-01,homicide,1,0,0
Memphis,2019-12-02,robbery,4,0,0
Memphis,2019-12-02,assault,65,0,0
Memphis,2019-12-02,drugs,11,0,0
Memphis,2019-12-02,theft,53,0,0
Memphis,2019-12-02,weapons offense,6,0,0
Memphis,2019-12-02,breaking & entering,22,0,0
Memphis,2019-12-02,property crime,28,0,0
Memphis,2019-12-02,theft of vehicle,8,0,0
Memphis,2019-12-02,theft from vehicle,19,0,0
Memphis,2019-12-02,liquor,0,0,0
Memphis,2019-12-02,arson,0,0,0
Memphis,2019-12-02,disorder,10,0,0
Memphis,2019-12-02,traffic,0,0,0
Memphis,2019-12-02,vehicle recovery,1,0,0
Memphis,2019-12-02,family offense,1,0,0
Memphis,2019-12-02,kidnapping,2,0,0
Memphis,2019-12-02,homicide,1,0,0
Memphis,2019-12-03,robbery,6,0,0
Memphis,2019-12-03,assault,64,0,0
Memphis,2019-12-03,drugs,23,0,0
Memphis,2019-12-03,theft,68,0,0
Memphis,2019-12-03,weapons offense,6,0,0
Memphis,2019-12-03,breaking & entering,15,0,0
Memphis,2019-12-03,property crime,39,0,0
Memphis,2019-12-03,theft of vehicle,11,0,0
Memphis,2019-12-03,theft from vehicle,15,0,0
Memphis,2019-12-03,liquor,0,0,0
Memphis,2019-12-03,arson,1,0,0
Memphis,2019-12-03,disorder,5,0,0
Memphis,2019-12-03,traffic,1,0,0
Memphis,2019-12-03,vehicle recovery,1,0,0
Memphis,2019-12-03,family offense,2,0,0
Memphis,2019-12-03,kidnapping,0,0,0
Memphis,2019-12-03,homicide,0,0,0
Memphis,2019-12-04,robbery,6,0,0
Memphis,2019-12-04,assault,61,0,0
Memphis,2019-12-04,drugs,17,0,0
Memphis,2019-12-04,theft,68,0,0
Memphis,2019-12-04,weapons offense,5,0,0
Memphis,2019-12-04,breaking & entering,18,0,0
Memphis,2019-12-04,property crime,24,0,0
Memphis,2019-12-04,theft of vehicle,13,0,0
Memphis,2019-12-04,theft from vehicle,14,0,0
Memphis,2019-12-04,liquor,1,0,0
Memphis,2019-12-04,arson,1,0,0
Memphis,2019-12-04,disorder,4,0,0
Memphis,2019-12-04,traffic,2,0,0
Memphis,2019-12-04,vehicle recovery,2,0,0
Memphis,2019-12-04,family offense,0,0,0
Memphis,2019-12-04,kidnapping,0,0,0
Memphis,2019-12-04,homicide,1,0,0
Memphis,2019-12-05,robbery,10,0,0
Memphis,2019-12-05,assault,57,0,0
Memphis,2019-12-05,drugs,19,0,0
Memphis,2019-12-05,theft,57,0,0
Memphis,2019-12-05,weapons offense,1,0,0
Memphis,2019-12-05,breaking & entering,25,0,0
Memphis,2019-12-05,property crime,26,0,0
Memphis,2019-12-05,theft of vehicle,9,0,0
Memphis,2019-12-05,theft from vehicle,19,0,0
Memphis,2019-12-05,liquor,1,0,0
Memphis,2019-12-05,arson,2,0,0
Memphis,2019-12-05,disorder,7,0,0
Memphis,2019-12-05,traffic,2,0,0
Memphis,2019-12-05,vehicle recovery,2,0,0
Memphis,2019-12-05,family offense,2,0,0
Memphis,2019-12-05,kidnapping,0,0,0
Memphis,2019-12-05,homicide,2,0,0
Memphis,2019-12-06,robbery,6,0,0
Memphis,2019-12-06,assault,77,0,0
Memphis,2019-12-06,drugs,15,0,0
Memphis,2019-12-06,theft,78,0,0
Memphis,2019-12-06,weapons offense,4,0,0
Memphis,2019-12-06,breaking & entering,32,0,0
Memphis,2019-12-06,property crime,37,0,0
Memphis,2019-12-06,theft of vehicle,8,0,0
Memphis,2019-12-06,theft from vehicle,29,0,0
Memphis,2019-12-06,liquor,0,0,0
Memphis,2019-12-06,arson,2,0,0
Memphis,2019-12-06,disorder,10,0,0
Memphis,2019-12-06,traffic,4,0,0
Memphis,2019-12-06,vehicle recovery,1,0,0
Memphis,2019-12-06,family offense,2,0,0
Memphis,2019-12-06,kidnapping,0,0,0
Memphis,2019-12-06,homicide,1,0,0
Memphis,2019-12-07,robbery,6,0,0
Memphis,2019-12-07,assault,84,0,0
Memphis,2019-12-07,drugs,9,0,0
Memphis,2019-12-07,theft,61,0,0
Memphis,2019-12-07,weapons offense,3,0,0
Memphis,2019-12-07,breaking & entering,16,0,0
Memphis,2019-12-07,property crime,30,0,0
Memphis,2019-12-07,theft of vehicle,14,0,0
Memphis,2019-12-07,theft from vehicle,19,0,0
Memphis,2019-12-07,liquor,0,0,0
Memphis,2019-12-07,arson,0,0,0
Memphis,2019-12-07,disorder,5,0,0
Memphis,2019-12-07,traffic,3,0,0
Memphis,2019-12-07,vehicle recovery,4,0,0
Memphis,2019-12-07,family offense,0,0,0
Memphis,2019-12-07,kidnapping,0,0,0
Memphis,2019-12-07,homicide,0,0,0
Memphis,2019-12-08,robbery,15,0,0
Memphis,2019-12-08,assault,93,0,0
Memphis,2019-12-08,drugs,4,0,0
Memphis,2019-12-08,theft,61,0,0
Memphis,2019-12-08,weapons offense,4,0,0
Memphis,2019-12-08,breaking & entering,17,0,0
Memphis,2019-12-08,property crime,32,0,0
Memphis,2019-12-08,theft of vehicle,14,0,0
Memphis,2019-12-08,theft from vehicle,32,0,0
Memphis,2019-12-08,liquor,1,0,0
Memphis,2019-12-08,arson,2,0,0
Memphis,2019-12-08,disorder,3,0,0
Memphis,2019-12-08,traffic,3,0,0
Memphis,2019-12-08,vehicle recovery,4,0,0
Memphis,2019-12-08,family offense,1,0,0
Memphis,2019-12-08,kidnapping,0,0,0
Memphis,2019-12-08,homicide,4,0,0
Memphis,2019-12-09,robbery,8,0,0
Memphis,2019-12-09,assault,76,0,0
Memphis,2019-12-09,drugs,10,0,0
Memphis,2019-12-09,theft,71,0,0
Memphis,2019-12-09,weapons offense,1,0,0
Memphis,2019-12-09,breaking & entering,33,0,0
Memphis,2019-12-09,property crime,37,0,0
Memphis,2019-12-09,theft of vehicle,12,0,0
Memphis,2019-12-09,theft from vehicle,26,0,0
Memphis,2019-12-09,liquor,2,0,0
Memphis,2019-12-09,arson,2,0,0
Memphis,2019-12-09,disorder,5,0,0
Memphis,2019-12-09,traffic,3,0,0
Memphis,2019-12-09,vehicle recovery,1,0,0
Memphis,2019-12-09,family offense,2,0,0
Memphis,2019-12-09,kidnapping,0,0,0
Memphis,2019-12-09,homicide,1,0,0
Memphis,2019-12-10,robbery,9,0,0
Memphis,2019-12-10,assault,78,0,0
Memphis,2019-12-10,drugs,12,0,0
Memphis,2019-12-10,theft,60,0,0
Memphis,2019-12-10,weapons offense,3,0,0
Memphis,2019-12-10,breaking & entering,27,0,0
Memphis,2019-12-10,property crime,43,0,0
Memphis,2019-12-10,theft of vehicle,19,0,0
Memphis,2019-12-10,theft from vehicle,19,0,0
Memphis,2019-12-10,liquor,0,0,0
Memphis,2019-12-10,arson,0,0,0
Memphis,2019-12-10,disorder,4,0,0
Memphis,2019-12-10,traffic,1,0,0
Memphis,2019-12-10,vehicle recovery,1,0,0
Memphis,2019-12-10,family offense,4,0,0
Memphis,2019-12-10,kidnapping,1,0,0
Memphis,2019-12-10,homicide,0,0,0
Memphis,2019-12-11,robbery,5,0,0
Memphis,2019-12-11,assault,76,0,0
Memphis,2019-12-11,drugs,14,0,0
Memphis,2019-12-11,theft,74,0,0
Memphis,2019-12-11,weapons offense,1,0,0
Memphis,2019-12-11,breaking & entering,25,0,0
Memphis,2019-12-11,property crime,26,0,0
Memphis,2019-12-11,theft of vehicle,10,0,0
Memphis,2019-12-11,theft from vehicle,21,0,0
Memphis,2019-12-11,liquor,0,0,0
Memphis,2019-12-11,arson,0,0,0
Memphis,2019-12-11,disorder,8,0,0
Memphis,2019-12-11,traffic,2,0,0
Memphis,2019-12-11,vehicle recovery,2,0,0
Memphis,2019-12-11,family offense,0,0,0
Memphis,2019-12-11,kidnapping,1,0,0
Memphis,2019-12-11,homicide,2,0,0
Memphis,2019-12-12,robbery,6,0,0
Memphis,2019-12-12,assault,76,0,0
Memphis,2019-12-12,drugs,10,0,0
Memphis,2019-12-12,theft,53,0,0
Memphis,2019-12-12,weapons offense,7,0,0
Memphis,2019-12-12,breaking & entering,17,0,0
Memphis,2019-12-12,property crime,33,0,0
Memphis,2019-12-12,theft of vehicle,9,0,0
Memphis,2019-12-12,theft from vehicle,9,0,0
Memphis,2019-12-12,liquor,0,0,0
Memphis,2019-12-12,arson,2,0,0
Memphis,2019-12-12,disorder,5,0,0
Memphis,2019-12-12,traffic,1,0,0
Memphis,2019-12-12,vehicle recovery,4,0,0
Memphis,2019-12-12,family offense,1,0,0
Memphis,2019-12-12,kidnapping,0,0,0
Memphis,2019-12-12,homicide,0,0,0
Memphis,2019-12-13,robbery,3,0,0
Memphis,2019-12-13,assault,60,0,0
Memphis,2019-12-13,drugs,15,0,0
Memphis,2019-12-13,theft,82,0,0
Memphis,2019-12-13,weapons offense,3,0,0
Memphis,2019-12-13,breaking & entering,22,0,0
Memphis,2019-12-13,property crime,37,0,0
Memphis,2019-12-13,theft of vehicle,9,0,0
Memphis,2019-12-13,theft from vehicle,19,0,0
Memphis,2019-12-13,liquor,0,0,0
Memphis,2019-12-13,arson,0,0,0
Memphis,2019-12-13,disorder,8,0,0
Memphis,2019-12-13,traffic,2,0,0
Memphis,2019-12-13,vehicle recovery,1,0,0
Memphis,2019-12-13,family offense,3,0,0
Memphis,2019-12-13,kidnapping,1,0,0
Memphis,2019-12-13,homicide,0,0,0
Memphis,2019-12-14,robbery,7,0,0
Memphis,2019-12-14,assault,62,0,0
Memphis,2019-12-14,drugs,8,0,0
Memphis,2019-12-14,theft,68,0,0
Memphis,2019-12-14,weapons offense,4,0,0
Memphis,2019-12-14,breaking & entering,27,0,0
Memphis,2019-12-14,property crime,30,0,0
Memphis,2019-12-14,theft of vehicle,18,0,0
Memphis,2019-12-14,theft from vehicle,21,0,0
Memphis,2019-12-14,liquor,2,0,0
Memphis,2019-12-14,arson,0,0,0
Memphis,2019-12-14,disorder,5,0,0
Memphis,2019-12-14,traffic,4,0,0
Memphis,2019-12-14,vehicle recovery,0,0,0
Memphis,2019-12-14,family offense,2,0,0
Memphis,2019-12-14,kidnapping,0,0,0
Memphis,2019-12-14,homicide,1,0,0
Memphis,2019-12-15,robbery,10,0,0
Memphis,2019-12-15,assault,85,0,0
Memphis,2019-12-15,drugs,11,0,0
Memphis,2019-12-15,theft,56,0,0
Memphis,2019-12-15,weapons offense,2,0,0
Memphis,2019-12-15,breaking & entering,16,0,0
Memphis,2019-12-15,property crime,34,0,0
Memphis,2019-12-15,theft of vehicle,11,0,0
Memphis,2019-12-15,theft from vehicle,15,0,0
Memphis,2019-12-15,liquor,1,0,0
Memphis,2019-12-15,arson,0,0,0
Memphis,2019-12-15,disorder,2,0,0
Memphis,2019-12-15,traffic,2,0,0
Memphis,2019-12-15,vehicle recovery,3,0,0
Memphis,2019-12-15,family offense,0,0,0
Memphis,2019-12-15,kidnapping,2,0,0
Memphis,2019-12-15,homicide,0,0,0
Memphis,2019-12-16,robbery,4,0,0
Memphis,2019-12-16,assault,52,0,0
Memphis,2019-12-16,drugs,4,0,0
Memphis,2019-12-16,theft,57,0,0
Memphis,2019-12-16,weapons offense,3,0,0
Memphis,2019-12-16,breaking & entering,25,0,0
Memphis,2019-12-16,property crime,20,0,0
Memphis,2019-12-16,theft of vehicle,11,0,0
Memphis,2019-12-16,theft from vehicle,13,0,0
Memphis,2019-12-16,liquor,1,0,0
Memphis,2019-12-16,arson,1,0,0
Memphis,2019-12-16,disorder,4,0,0
Memphis,2019-12-16,traffic,0,0,0
Memphis,2019-12-16,vehicle recovery,0,0,0
Memphis,2019-12-16,family offense,0,0,0
Memphis,2019-12-16,kidnapping,0,0,0
Memphis,2019-12-16,homicide,0,0,0
Memphis,2019-12-17,robbery,7,0,0
Memphis,2019-12-17,assault,57,0,0
Memphis,2019-12-17,drugs,17,0,0
Memphis,2019-12-17,theft,53,0,0
Memphis,2019-12-17,weapons offense,3,0,0
Memphis,2019-12-17,breaking & entering,11,0,0
Memphis,2019-12-17,property crime,34,0,0
Memphis,2019-12-17,theft of vehicle,12,0,0
Memphis,2019-12-17,theft from vehicle,22,0,0
Memphis,2019-12-17,liquor,1,0,0
Memphis,2019-12-17,arson,1,0,0
Memphis,2019-12-17,disorder,9,0,0
Memphis,2019-12-17,traffic,0,0,0
Memphis,2019-12-17,vehicle recovery,3,0,0
Memphis,2019-12-17,family offense,0,0,0
Memphis,2019-12-17,kidnapping,0,0,0
Memphis,2019-12-17,homicide,2,0,0
Memphis,2019-12-18,robbery,5,0,0
Memphis,2019-12-18,assault,69,0,0
Memphis,2019-12-18,drugs,19,0,0
Memphis,2019-12-18,theft,76,0,0
Memphis,2019-12-18,weapons offense,5,0,0
Memphis,2019-12-18,breaking & entering,25,0,0
Memphis,2019-12-18,property crime,22,0,0
Memphis,2019-12-18,theft of vehicle,13,0,0
Memphis,2019-12-18,theft from vehicle,16,0,0
